axis1,axis2,class
4.3997,26.239,2
5.49,31.693,2
5.7394,29.256,2
6.7119,31.893,2
4.8059,27.073,2
2.8616,17.802,2
4.1604,25.09,2
6.3546,34.115,2
3.9278,24.609,2
5.961,28.197,2
5.124,27.544,2
6.4367,32.528,2
3.0391,24.144,2
4.8023,28.825,2
3.7922,23.678,2
7.908,40.349,2
5.8252,29.156,2
6.379,32.249,2
3.9418,26.639,2
4.5314,28.851,2
4.7275,28.258,2
6.0984,32.658,2
4.7221,26.055,2
5.7015,31.691,2
2.9482,19.445,2
4.6462,27.714,2
4.1764,25.585,2
3.4229,24.37,2
5.508,29.072,2
5.282,30.042,2
5.0335,29.433,2
3.6663,21.842,2
6.1275,32.205,2
5.3502,31.874,2
4.7009,27.14,2
5.0229,27.568,2
4.738,27.84,2
3.2498,21.418,2
4.7143,27.735,2
4.1686,24.867,2
4.0208,24.542,2
3.8436,24.717,2
4.4664,28.392,2
2.9974,21.74,2
5.9642,34.108,2
5.5201,26.457,2
4.98,27.185,2
4.9652,28.27,2
4.2018,23.821,2
6.0187,29.449,2
4.8668,28.557,2
4.2855,26.515,2
6.3514,33.21,2
4.7752,27.869,2
4.411,24.495,2
4.7062,26.147,2
4.1521,24.855,2
3.8799,22.939,2
7.526,37.391,2
6.6555,37.717,2
5.3075,28.277,2
3.7429,24.674,2
4.1345,23.255,2
4.8235,29.604,2
5.7914,29.163,2
3.668,23.684,2
2.6701,18.82,2
3.5509,23.777,2
5.3335,29.186,2
5.3914,29.297,2
5.4517,34.471,2
4.8697,26.499,2
5.1837,28.565,2
4.5238,30.783,2
5.862,29.116,2
3.6383,24.151,2
5.455,27.807,2
4.1513,26.739,2
4.6651,27.371,2
5.5528,31.016,2
6.0391,31.174,2
3.8824,24.495,2
6.2607,34.854,2
5.6601,26.538,2
4.9321,25.054,2
4.8048,28.006,2
4.7824,26.153,2
4.6969,26.448,2
5.023,25.598,2
5.0513,26.679,2
5.8261,30.221,2
6.527,32.141,2
5.4669,28.197,2
4.7903,26.566,2
5.6252,28.625,2
5.1832,30.867,2
3.9702,22.757,2
5.9492,34.337,2
5.3071,28.454,2
5.1352,26.066,2
5.5152,28.777,2
5.2614,30.465,2
4.0585,26.456,2
4.8377,27.698,2
4.8539,27.965,2
4.468,27.188,2
6.6821,31.468,2
4.1243,23.97,2
4.5162,23.272,2
4.288,24.763,2
3.8258,25.464,2
4.8078,28.517,2
4.7259,30.835,2
6.5301,33.632,2
4.751,23.552,2
3.9358,27.077,2
6.6035,35.739,2
6.2347,31.355,2
4.7704,27.565,2
3.4938,24.021,2
4.5554,27.082,2
4.8441,28.609,2
5.2761,28.779,2
4.7388,27.022,2
5.4434,29.698,2
5.3919,28.062,2
3.7493,25.982,2
4.052,24.693,2
4.2589,26.545,2
4.4922,24.805,2
4.6794,25.095,2
5.0125,27.893,2
1.9708,16.979,2
4.543,28.382,2
6.2424,33.354,2
3.9333,25.163,2
5.9337,28.872,2
5.3503,27.621,2
4.971,28.234,2
5.1825,28.062,2
3.4349,24.662,2
4.9155,29.928,2
6.6039,32.651,2
5.0983,29.795,2
5.0414,30.459,2
4.2658,25.963,2
4.9692,30.584,2
5.2323,30.575,2
5.4264,29.847,2
4.6272,28.149,2
4.7635,27.495,2
7.0237,34.395,2
2.7416,20.69,2
7.2294,35.863,2
5.3376,28.577,2
6.0001,34.437,2
3.3358,22.542,2
4.41,30.463,2
4.7219,26.536,2
5.4227,30.415,2
3.3298,24.779,2
5.4716,34.177,2
3.7872,24.258,2
5.0662,26.921,2
5.6524,31.616,2
5.3271,26.956,2
6.0826,31.335,2
6.0061,31.972,2
4.3491,28.192,2
5.2571,31.283,2
4.0556,24.649,2
3.6782,24.906,2
5.9248,30.704,2
5.0,29.097,2
4.9451,30.984,2
5.9111,31.449,2
5.5946,29.583,2
5.3502,28.396,2
6.2503,33.564,2
5.9298,33.472,2
5.2398,32.364,2
4.3096,25.673,2
4.3484,25.99,2
6.1921,31.123,2
3.3882,25.032,2
4.9755,27.789,2
3.0512,20.394,2
6.0205,35.194,2
5.8617,32.359,2
5.0012,29.192,2
4.9292,26.085,2
2.5137,20.018,2
5.5812,30.897,2
2.8076,18.515,2
2.6807,19.508,2
5.0799,27.608,2
4.0515,25.556,2
5.4115,27.77,2
5.677,32.175,2
5.8577,33.962,2
4.3088,25.077,2
5.4494,29.558,2
5.1006,29.192,2
5.8261,32.887,2
5.5362,30.742,2
5.8979,31.801,2
4.8681,26.738,2
4.8528,27.101,2
6.0078,32.544,2
2.8763,23.358,2
4.4954,27.177,2
3.7294,21.553,2
4.6174,27.379,2
5.6487,30.118,2
5.8257,30.485,2
3.9851,24.084,2
4.5289,24.892,2
5.137,27.948,2
4.7081,25.678,2
5.3018,28.451,2
5.3999,29.594,2
4.07,25.034,2
4.8232,27.023,2
2.8679,20.285,2
6.1454,32.065,2
4.3709,26.558,2
3.7962,25.912,2
4.7461,28.139,2
3.5714,22.524,2
4.9791,28.919,2
4.4393,25.631,2
7.1778,32.669,2
6.1385,28.092,2
2.5031,16.419,2
5.4413,29.151,2
3.6019,22.079,2
4.7449,25.913,2
5.1644,28.643,2
5.7477,29.524,2
4.727,25.999,2
6.5763,34.528,2
4.5191,27.614,2
5.3275,33.187,2
5.6647,30.828,2
5.0852,28.395,2
5.881,30.131,2
5.3232,28.808,2
4.2159,25.172,2
3.1946,18.77,2
6.8586,34.078,2
4.3955,27.127,2
5.1034,27.415,2
5.5632,30.791,2
5.1136,30.042,2
4.0953,26.62,2
4.5323,27.651,2
4.8751,23.815,2
6.479,32.24,2
4.1392,26.482,2
5.7847,31.401,2
5.3086,29.088,2
4.7661,27.906,2
3.943,26.175,2
4.7159,27.261,2
4.9133,26.439,2
3.5306,22.558,2
5.1922,28.328,2
4.1777,26.609,2
4.9058,28.354,2
5.3362,30.085,2
4.0953,25.079,2
4.7117,26.39,2
5.3501,29.327,2
3.1641,21.934,2
6.036,29.307,2
7.4245,36.782,2
5.9594,32.896,2
4.6842,26.712,2
5.4286,32.108,2
3.964,25.304,2
6.8779,33.875,2
5.9407,31.037,2
5.7873,30.299,2
4.1241,25.334,2
5.3199,30.371,2
4.4417,25.562,2
4.6886,27.67,2
4.43,28.916,2
3.9743,25.955,2
4.0913,26.188,2
4.7901,25.914,2
3.3011,21.168,2
5.6076,30.529,2
4.8822,27.421,2
5.6992,27.752,2
5.2696,26.432,2
5.4943,31.432,2
3.5169,21.552,2
3.9797,27.876,2
4.553,22.751,2
5.1097,29.128,2
6.1287,31.952,2
4.71,25.731,2
6.2616,33.086,2
5.4754,28.348,2
6.1741,33.535,2
5.1269,28.555,2
4.3432,22.983,2
3.5186,18.794,2
5.1555,28.074,2
5.8186,32.765,2
4.7074,27.276,2
4.4592,26.197,2
4.6914,28.06,2
3.9034,21.851,2
4.507,28.638,2
4.8193,25.885,2
5.0458,28.223,2
4.9362,27.174,2
5.6113,30.388,2
5.1093,25.158,2
6.814,36.876,2
5.312,29.997,2
6.8045,37.649,2
4.2769,27.818,2
5.5265,29.862,2
4.7397,25.532,2
5.6001,27.217,2
5.5939,30.107,2
2.814,20.712,2
3.673,25.09,2
3.559,21.379,2
5.4018,30.724,2
6.4702,33.264,2
4.6732,25.573,2
5.8123,32.127,2
5.5455,30.35,2
3.9484,23.929,2
5.3975,32.504,2
4.2481,26.379,2
6.5163,33.124,2
4.9674,28.346,2
6.636,33.87,2
4.5749,26.8,2
5.5894,30.815,2
4.9372,26.779,2
2.978,19.601,2
4.0179,25.161,2
5.6125,33.27,2
4.9451,27.299,2
3.8813,22.405,2
4.3736,25.412,2
5.2495,28.071,2
4.007,23.982,2
5.975,32.201,2
4.3593,25.542,2
6.8089,33.345,2
3.9201,23.485,2
5.1992,26.504,2
3.479,21.251,2
4.2764,23.124,2
4.4067,25.068,2
5.4013,27.605,2
5.9421,30.125,2
5.3005,28.551,2
4.6269,24.704,2
5.8155,30.822,2
5.7989,31.361,2
5.1202,26.823,2
5.5712,31.847,2
5.4128,26.815,2
4.013,23.896,2
5.7596,28.196,2
4.3428,25.128,2
4.3961,23.691,2
5.1769,27.666,2
4.6925,25.695,2
4.8682,25.574,2
5.5954,26.66,2
6.0468,32.601,2
4.802,30.624,2
5.3277,32.834,2
4.7617,26.35,2
5.2296,28.727,2
5.44,28.768,2
4.3831,25.967,2
5.2748,27.438,2
5.6011,26.921,2
5.0923,28.263,2
6.7298,32.023,2
4.3914,22.715,2
4.2629,29.358,2
3.2501,21.488,2
5.9105,31.856,2
5.8671,33.012,2
4.9201,24.927,2
5.8985,31.83,2
5.1837,29.475,2
5.2908,29.156,2
5.1129,28.657,2
5.44,28.664,2
5.1017,29.555,2
7.7873,36.346,2
3.8333,22.596,2
3.1457,22.713,2
3.8593,26.804,2
3.9067,23.533,2
4.5664,25.645,2
4.8315,28.087,2
4.7815,29.013,2
5.5413,31.5,2
5.3893,29.81,2
5.7512,29.577,2
6.7783,35.268,2
6.2231,32.149,2
3.7167,25.792,2
2.671,17.513,2
5.9019,31.391,2
3.1644,23.714,2
5.0668,27.413,2
5.0355,27.088,2
7.2272,34.247,2
4.9308,27.296,2
4.4927,25.892,2
5.2358,29.052,2
5.2458,27.395,2
5.07,28.382,2
4.3914,24.869,2
3.7774,23.109,2
5.3165,27.718,2
3.6571,22.832,2
3.9678,30.307,2
6.3312,38.31,2
4.5811,28.436,2
4.8597,28.814,2
5.8998,29.03,2
4.6999,25.98,2
6.0294,30.576,2
4.6549,27.68,2
6.0128,32.346,2
5.6293,30.383,2
4.787,26.69,2
4.1343,23.435,2
3.9569,24.358,2
4.7299,28.944,2
4.5619,27.175,2
4.5913,26.87,2
5.9835,32.533,2
4.7023,27.927,2
6.1437,29.322,2
4.4684,26.17,2
5.9726,30.698,2
4.4777,22.799,2
5.1766,26.415,2
5.9707,30.867,2
4.586,27.92,2
4.5617,26.086,2
7.0034,35.447,2
5.951,29.839,2
4.568,22.911,2
5.6489,30.427,2
4.6399,25.162,2
5.7059,32.415,2
6.4158,35.833,2
3.3955,21.768,2
6.0289,33.579,2
6.458,34.684,2
5.0475,25.82,2
6.7463,34.057,2
5.1554,28.977,2
3.7629,24.537,2
2.8065,21.445,2
4.6666,27.951,2
5.7135,31.622,2
5.3174,28.593,2
5.4136,30.077,2
4.4229,22.244,2
5.144,26.567,2
3.3613,24.258,2
4.2399,24.244,2
4.1812,25.677,2
5.5197,32.32,2
4.9858,26.476,2
3.8445,22.365,2
4.9905,27.15,2
4.3102,26.317,2
4.3333,25.327,2
5.8641,29.403,2
5.1134,25.789,2
5.3984,28.78,2
5.884,30.727,2
5.1803,27.743,2
5.5509,29.494,2
5.683,28.574,2
6.1706,33.008,2
5.4759,26.059,2
6.4122,33.183,2
5.0226,29.189,2
4.9521,26.425,2
6.7013,33.86,2
4.4903,26.7,2
4.9971,26.971,2
5.9199,31.197,2
5.1498,29.208,2
6.4049,31.363,2
6.0341,33.004,2
5.2916,30.836,2
4.2223,25.811,2
5.5667,30.008,2
3.6174,21.23,2
5.2445,29.676,2
5.8084,28.813,2
5.213,31.384,2
5.8797,31.952,2
7.0389,35.575,2
5.9239,30.581,2
5.2669,25.325,2
5.6417,28.263,2
5.4255,30.095,2
3.6853,27.399,2
4.5836,27.77,2
6.2247,32.8,2
4.9564,26.949,2
5.5824,30.241,2
3.9935,26.073,2
5.0645,27.805,2
5.6003,33.238,2
3.6385,21.211,2
5.3476,28.593,2
4.8182,27.45,2
4.0605,21.471,2
4.9625,28.806,2
3.1037,21.492,2
2.872,20.686,2
3.8231,25.199,2
4.0095,26.264,2
3.827,25.225,2
3.2746,21.184,2
5.2882,28.932,2
3.4058,23.006,2
5.1102,26.302,2
5.7871,29.037,2
4.9978,27.284,2
5.0931,28.455,2
4.6218,29.646,2
3.5173,24.133,2
4.9562,27.113,2
5.9608,30.32,2
6.7382,36.627,2
4.5698,31.027,2
3.3727,22.582,2
5.1663,27.788,2
5.3763,26.974,2
4.773,28.823,2
3.8511,24.459,2
7.0243,37.018,2
2.6405,18.235,2
4.49,26.614,2
3.6784,22.29,2
4.3639,27.888,2
5.3179,28.198,2
5.138,28.338,2
4.2893,24.936,2
5.777,32.368,2
5.6224,30.889,2
5.6474,28.601,2
4.5744,25.461,2
6.0486,29.936,2
5.6607,31.151,2
7.5088,37.331,2
6.0635,29.01,2
6.1569,28.887,2
5.053,28.118,2
3.7116,24.647,2
4.6288,26.981,2
4.2422,22.788,2
4.436,23.453,2
5.5551,31.381,2
4.4432,25.81,2
4.1049,24.227,2
4.5907,28.75,2
4.8391,26.116,2
5.4093,29.657,2
4.0474,25.359,2
5.3173,30.47,2
5.078,26.856,2
6.3244,33.228,2
4.7868,31.812,2
4.8655,25.02,2
3.8286,24.62,2
3.6147,22.771,2
5.3105,27.715,2
4.7505,25.747,2
5.5037,30.589,2
4.1073,28.716,2
6.9085,33.363,2
5.1222,29.325,2
6.047,30.738,2
4.7731,30.484,2
4.8375,28.334,2
5.6901,30.186,2
5.5558,30.973,2
3.8797,24.07,2
3.4673,24.472,2
3.9021,23.85,2
3.5842,21.185,2
5.0596,28.617,2
4.5887,29.149,2
4.632,24.728,2
3.639,22.835,2
5.7796,32.395,2
5.4394,26.354,2
4.9104,28.724,2
6.0212,32.823,2
4.126,25.295,2
5.4147,28.174,2
5.3484,29.208,2
5.3493,29.377,2
4.2708,26.999,2
5.3268,30.244,2
4.4851,25.617,2
4.1036,27.549,2
3.7967,23.704,2
6.0378,30.285,2
4.1541,24.312,2
4.8271,28.819,2
3.7913,24.093,2
4.7029,28.434,2
1.768,16.803,2
3.913,28.32,2
3.5736,20.245,2
3.9855,23.76,2
4.7867,27.114,2
4.6747,27.009,2
6.9444,37.22,2
4.4282,26.363,2
4.75,26.934,2
3.4307,22.621,2
4.5226,27.575,2
3.662,22.174,2
5.0303,28.854,2
5.8531,28.391,2
5.4043,29.284,2
4.2994,23.986,2
3.3695,21.21,2
6.46,33.579,2
7.05,33.309,2
5.1205,26.782,2
4.0101,22.022,2
6.1978,28.497,2
4.4073,25.674,2
4.5302,28.284,2
5.8864,30.801,2
3.6148,22.764,2
3.0432,19.416,2
5.4207,32.098,2
5.4007,28.989,2
5.0951,30.479,2
5.4967,30.339,2
6.0822,31.352,2
5.9704,33.191,2
4.4314,27.639,2
5.81,30.65,2
5.1732,30.755,2
4.4945,29.185,2
3.8067,23.715,2
5.647,29.84,2
4.6464,27.433,2
5.0464,28.746,2
4.2071,26.564,2
3.4495,22.149,2
5.1716,29.786,2
4.9379,29.521,2
6.199,32.491,2
5.8017,31.06,2
6.0533,29.607,2
4.2511,23.434,2
4.0637,22.299,2
3.7309,21.495,2
5.498,29.486,2
7.7891,35.084,2
5.7276,34.271,2
4.2269,26.52,2
5.8366,27.499,2
3.8717,22.136,2
3.5755,22.837,2
5.7174,27.671,2
4.2221,24.515,2
5.316,30.915,2
6.4065,32.651,2
5.4011,29.292,2
5.9297,29.593,2
3.3942,21.458,2
5.6615,28.074,2
7.1385,36.089,2
5.5411,29.144,2
3.4591,23.906,2
4.7969,29.341,2
4.5,28.036,2
5.383,29.283,2
5.412,28.606,2
5.4055,27.389,2
4.6362,26.923,2
4.4007,27.494,2
4.4104,25.371,2
5.8535,30.7,2
3.147,22.536,2
4.7927,28.707,2
5.2704,26.597,2
4.3472,26.047,2
5.4772,29.995,2
4.9287,27.5,2
4.0617,26.196,2
5.1614,27.961,2
4.7318,25.691,2
4.5901,27.023,2
4.2887,26.273,2
5.0614,27.854,2
3.1539,22.859,2
4.6017,24.088,2
4.4565,24.315,2
4.0881,19.714,2
5.6527,31.149,2
4.2657,23.787,2
5.5406,29.472,2
5.9758,33.089,2
4.8431,27.536,2
5.2778,28.242,2
5.6395,28.831,2
4.919,27.318,2
5.5409,30.893,2
3.7374,21.067,2
6.1104,31.773,2
4.0104,25.834,2
3.1712,19.243,2
6.3845,33.956,2
4.9373,28.913,2
5.4489,28.108,2
4.6367,24.234,2
3.9794,25.146,2
1.927,18.585,2
5.6263,31.152,2
4.7133,28.262,2
4.8027,25.349,2
5.4056,30.388,2
3.5807,22.07,2
4.2706,24.516,2
6.1473,29.435,2
5.5979,31.917,2
3.7187,23.806,2
2.7967,21.953,2
4.4288,28.506,2
5.214,26.863,2
5.9424,32.365,2
5.0937,28.307,2
3.8777,25.588,2
5.3062,30.908,2
3.8277,25.257,2
4.039,23.281,2
4.3463,25.502,2
3.7706,24.135,2
4.729,32.289,2
4.1,26.884,2
4.7143,30.848,2
4.5376,27.069,2
4.5902,26.917,2
4.4965,27.254,2
6.2333,31.441,2
5.6103,32.195,2
5.0591,27.945,2
3.5331,20.588,2
3.3742,23.754,2
3.0352,18.522,2
7.6052,34.06,2
5.9724,31.882,2
5.257,27.323,2
4.0258,23.08,2
3.8536,23.719,2
5.5476,29.106,2
6.5651,33.108,2
3.3067,22.524,2
4.5506,24.489,2
4.9157,25.675,2
3.008,17.546,2
5.8412,30.297,2
4.5853,27.65,2
6.9122,33.528,2
4.6091,27.463,2
5.4092,30.328,2
3.8576,25.644,2
4.3751,27.454,2
3.8313,22.767,2
5.3926,27.953,2
6.3018,32.637,2
4.4064,24.82,2
5.4364,31.936,2
4.4956,28.523,2
5.1021,28.515,2
6.1963,31.479,2
5.1203,29.268,2
3.9632,23.283,2
4.1429,24.793,2
4.8301,26.526,2
4.8083,27.504,2
4.1342,26.841,2
5.1807,29.864,2
6.2665,34.329,2
4.7488,25.604,2
4.7954,27.582,2
2.7985,18.664,2
4.2255,25.927,2
3.6067,23.664,2
4.6138,28.798,2
5.5256,31.662,2
6.5233,34.415,2
6.7985,33.457,2
4.8831,26.802,2
4.6798,23.477,2
5.8175,30.118,2
5.4902,27.143,2
5.7653,32.22,2
5.7783,32.22,2
3.5197,23.048,2
5.5404,29.264,2
4.9085,27.917,2
4.2397,28.001,2
4.3064,27.81,2
6.2815,31.741,2
4.1903,25.445,2
3.7632,21.813,2
5.2147,29.416,2
7.0108,36.263,2
5.0256,29.582,2
5.3083,26.54,2
4.0618,25.553,2
6.6742,32.427,2
5.125,27.813,2
5.5301,31.162,2
4.0479,25.162,2
5.854,30.718,2
5.3891,30.368,2
3.844,26.665,2
5.0397,27.105,2
4.5494,24.184,2
5.1092,26.455,2
4.7494,25.557,2
4.8101,26.222,2
3.9671,25.341,2
4.6767,23.41,2
5.7665,31.074,2
6.7447,32.815,2
3.8395,25.762,2
7.3774,34.902,2
6.5261,33.354,2
5.1685,27.035,2
4.6988,25.816,2
4.3013,25.123,2
5.8328,30.535,2
4.3054,24.699,2
4.5381,28.255,2
5.8836,32.005,2
5.4359,32.602,2
5.8967,30.679,2
5.5047,31.535,2
4.5991,23.116,2
4.4862,27.26,2
5.7964,31.403,2
4.3288,25.03,2
6.1867,33.306,2
5.7907,32.223,2
5.2877,30.721,2
5.0032,28.707,2
5.3656,30.276,2
8.5267,39.226,2
4.8876,25.79,2
3.4434,22.108,2
6.9151,35.012,2
5.6098,31.711,2
4.3521,24.421,2
7.6173,36.349,2
5.551,34.861,2
5.2942,27.997,2
4.2222,28.462,2
3.9351,25.867,2
3.2316,20.886,2
4.5771,26.343,2
3.9469,23.957,2
5.6478,31.052,2
4.6824,29.153,2
6.769,31.475,2
6.5106,36.643,2
5.164,29.864,2
4.7172,26.1,2
6.1522,31.824,2
3.8535,24.484,2
