axis1,axis2,class
3.7903,23.332,2
4.6252,26.934,2
4.1832,28.215,2
2.9702,17.084,2
4.9492,32.168,2
4.3071,25.768,2
4.1352,24.681,2
4.5152,28.622,2
4.2614,26.663,2
3.0585,15.772,2
3.8377,20.51,2
3.8539,21.295,2
3.468,18.14,2
5.6821,35.699,2
3.1243,17.322,2
3.5162,20.093,2
3.288,16.983,2
2.8258,17.103,2
3.8078,23.353,2
3.7259,21.97,2
5.5301,36.136,2
3.751,20.931,2
2.9358,17.298,2
5.6035,35.603,2
5.2347,33.059,2
3.7704,21.288,2
2.4938,14.113,2
3.5554,20.136,2
3.8441,21.538,2
4.2761,24.045,2
3.7388,23.802,2
4.4434,25.752,2
4.3919,26.437,2
2.7493,13.502,2
3.052,17.0,2
3.2589,13.89,2
3.4922,18.816,2
3.6794,19.583,2
4.0125,22.518,2
0.97082,2.769,2
3.543,20.344,2
5.2424,35.579,2
2.9333,15.756,2
4.9337,30.056,2
4.3503,23.991,2
3.971,23.062,2
4.1825,23.19,2
2.4349,13.248,2
3.9155,24.736,2
5.6039,35.692,2
4.0983,23.595,2
4.0414,21.765,2
3.2658,21.191,2
3.9692,26.957,2
4.2323,25.789,2
4.4264,25.412,2
3.6272,23.279,2
3.7635,21.452,2
6.0237,37.237,2
1.7416,9.7877,2
6.2294,37.242,2
4.3376,23.304,2
5.0001,31.551,2
2.3358,13.137,2
3.41,20.076,2
3.7219,22.849,2
4.4227,28.59,2
2.3298,13.976,2
4.4716,26.375,2
2.7872,16.884,2
4.0662,24.725,2
4.6524,27.72,2
4.3271,24.412,2
5.0826,32.47,2
5.0061,30.395,2
3.3491,19.581,2
4.2571,24.548,2
3.0556,15.087,2
2.6782,15.145,2
4.9248,30.285,2
4.0,25.854,2
3.9451,24.86,2
4.9111,31.915,2
4.5946,26.945,2
4.3502,24.969,2
5.2503,30.665,2
4.9298,31.185,2
4.2398,29.966,2
3.3096,20.361,2
3.3484,18.309,2
5.1921,33.519,2
2.3882,11.134,2
3.9755,21.629,2
2.0512,11.662,2
5.0205,29.839,2
4.8617,30.434,2
4.0012,26.182,2
3.9292,24.131,2
1.5137,8.2819,2
4.5812,25.528,2
1.8076,9.8949,2
1.6807,11.303,2
4.0799,25.388,2
3.0515,15.073,2
4.4115,26.525,2
4.677,27.898,2
4.8577,30.51,2
3.3088,19.868,2
4.4494,27.728,2
4.1006,24.132,2
4.8261,28.773,2
4.5362,26.788,2
4.8979,31.515,2
3.8681,20.225,2
3.8528,22.664,2
5.0078,31.372,2
1.8763,8.3376,2
3.4954,21.256,2
2.7294,15.123,2
3.6174,19.91,2
4.6487,28.725,2
4.8257,29.283,2
2.9851,16.363,2
3.5289,19.65,2
4.137,25.04,2
3.7081,19.132,2
4.3018,25.467,2
4.3999,25.919,2
3.07,16.174,2
3.8232,23.789,2
1.8679,8.1534,2
5.1454,32.739,2
3.3709,21.168,2
2.7962,15.451,2
3.7461,22.677,2
2.5714,15.131,2
3.9791,23.731,2
3.4393,20.968,2
6.1778,37.075,2
5.1385,33.572,2
1.5031,5.2417,2
4.4413,24.218,2
2.6019,16.493,2
3.7449,22.143,2
4.1644,25.828,2
4.7477,28.598,2
3.727,20.538,2
5.5763,30.126,2
3.5191,21.65,2
4.3275,25.817,2
4.6647,28.282,2
4.0852,25.215,2
4.881,27.884,2
4.3232,25.102,2
3.2159,20.363,2
2.1946,12.467,2
5.8586,34.843,2
3.3955,16.423,2
4.1034,23.83,2
4.5632,28.217,2
4.1136,26.241,2
3.0953,17.902,2
3.5323,19.038,2
3.8751,23.612,2
5.479,32.392,2
3.1392,16.575,2
4.7847,28.404,2
4.3086,24.229,2
3.7661,21.967,2
2.943,15.316,2
3.7159,21.598,2
3.9133,22.687,2
2.5306,13.228,2
4.1922,24.548,2
3.1777,20.233,2
3.9058,24.293,2
4.3362,26.411,2
3.0953,15.49,2
3.7117,19.498,2
4.3501,23.378,2
2.1641,15.36,2
5.036,32.651,2
6.4245,41.126,2
4.9594,29.114,2
3.6842,20.049,2
4.4286,27.804,2
2.964,19.271,2
5.8779,34.339,2
4.9407,29.796,2
4.7873,29.302,2
3.1241,14.877,2
4.3199,27.508,2
3.4417,19.507,2
3.6886,24.807,2
3.43,19.463,2
2.9743,17.555,2
3.0913,15.964,2
3.7901,21.586,2
2.3011,10.471,2
4.6076,28.799,2
3.8822,25.2,2
4.6992,27.906,2
4.2696,26.535,2
4.4943,26.631,2
2.5169,13.924,2
2.9797,18.81,2
3.553,21.102,2
4.1097,23.154,2
5.1287,30.463,2
3.71,21.737,2
5.2616,32.408,2
4.4754,25.942,2
5.1741,32.381,2
4.1269,26.834,2
3.3432,19.08,2
2.5186,13.462,2
4.1555,21.669,2
4.8186,28.451,2
3.7074,19.827,2
3.4592,19.671,2
3.6914,22.683,2
2.9034,18.788,2
3.507,23.379,2
3.8193,22.572,2
4.0458,23.821,2
3.9362,24.824,2
4.6113,28.976,2
4.1093,25.937,2
5.814,37.72,2
4.312,23.864,2
5.8045,37.286,2
3.2769,18.869,2
4.5265,26.458,2
3.7397,21.132,2
4.6001,30.122,2
4.5939,26.846,2
1.814,7.0044,2
2.673,15.175,2
2.559,17.166,2
4.4018,26.812,2
5.4702,34.621,2
3.6732,20.294,2
4.8123,32.193,2
4.5455,27.957,2
2.9484,17.563,2
4.3975,25.271,2
3.2481,20.132,2
5.5163,35.064,2
3.9674,21.988,2
5.636,35.35,2
3.5749,20.37,2
4.5894,28.236,2
3.9372,23.179,2
1.978,9.7549,2
3.0179,15.626,2
4.6125,27.727,2
3.9451,24.806,2
2.8813,18.978,2
3.3736,17.884,2
4.2495,29.397,2
3.007,19.507,2
4.975,30.988,2
3.3593,19.113,2
5.8089,35.401,2
2.9201,17.836,2
4.1992,24.301,2
2.479,12.791,2
3.2764,20.373,2
3.4067,20.581,2
4.4013,28.156,2
4.9421,31.281,2
4.3005,25.454,2
3.6269,20.631,2
4.8155,30.858,2
4.7989,28.475,2
4.1202,26.664,2
4.5712,29.164,2
4.4128,27.293,2
3.013,17.195,2
4.7596,29.806,2
3.3428,24.917,2
3.3961,19.659,2
4.1769,22.814,2
3.6925,24.839,2
3.8682,24.033,2
4.5954,27.106,2
5.0468,35.269,2
3.802,23.486,2
4.3277,26.716,2
3.7617,21.153,2
4.2296,23.938,2
4.44,24.302,2
3.3831,19.09,2
4.2748,24.268,2
4.6011,29.149,2
4.0923,24.146,2
5.7298,38.671,2
3.3914,22.136,2
3.2629,19.168,2
2.2501,11.489,2
4.9105,32.064,2
4.8671,28.21,2
-0.3263,13.747,2
-1.6691,26.256,2
-1.4003,24.538,2
-1.6718,25.764,2
-0.42437,17.272,2
-1.7781,25.553,2
-2.0636,29.456,2
-0.44702,15.87,2
-1.4234,22.69,2
-0.63841,19.626,2
-1.3519,26.035,2
-0.73046,18.543,2
-3.5644,37.914,2
-0.53414,18.416,2
0.85356,9.8683,2
0.039289,15.325,2
-0.089103,15.132,2
-1.2397,21.673,2
-0.819,20.725,2
-0.75575,19.192,2
-0.90361,22.464,2
-1.8305,24.553,2
-1.3523,23.649,2
-1.1748,24.2,2
-1.4807,23.551,2
-0.16316,14.26,2
1.5383,2.042,2
-2.3233,29.7,2
-0.87166,19.804,2
-2.4424,31.164,2
0.30251,10.647,2
0.40991,11.399,2
-2.6625,31.538,2
0.94368,7.0185,2
-2.0847,27.189,2
-0.77318,18.998,2
0.098929,18.936,2
-0.85281,25.252,2
1.2957,6.933,2
1.7526,3.2244,2
-0.86168,18.07,2
-2.9071,33.255,2
-1.365,22.561,2
-1.8481,27.68,2
-1.7648,27.023,2
-2.1277,28.949,2
-0.92181,19.934,2
1.1066,5.0329,2
-1.7158,25.948,2
-1.2805,24.697,2
0.16648,13.612,2
0.21282,12.911,2
-0.51446,18.666,2
0.026016,14.824,2
-0.12927,12.493,2
-1.3818,23.663,2
-0.57111,17.382,2
-1.2991,19.919,2
-1.8999,25.155,2
-0.36525,16.126,2
-0.93255,21.811,2
-1.1871,21.937,2
-0.70827,19.393,2
-0.012305,12.797,2
-0.60707,14.954,2
-0.80545,19.803,2
-0.72022,17.599,2
-0.94878,22.459,2
-1.7745,29.026,2
-0.21322,14.997,2
0.40891,13.123,2
-1.5341,26.16,2
0.92776,5.5109,2
-1.1762,22.165,2
-1.2438,23.086,2
-1.8976,28.002,2
-1.7923,27.513,2
-1.953,28.618,2
-0.64609,19.607,2
0.59703,9.4973,2
-0.47253,17.947,2
-0.1458,11.623,2
0.34185,9.935,2
-3.4995,40.105,2
-1.1676,21.135,2
-0.64698,19.071,2
-0.28275,18.382,2
-2.3049,28.629,2
-2.0059,26.457,2
-0.20932,14.783,2
-1.1166,22.486,2
-0.44691,16.867,2
-1.9606,26.117,2
-2.6338,29.842,2
-0.2388,15.175,2
0.19331,12.424,2
0.63206,8.9114,2
-2.5322,31.167,2
-2.3369,28.531,2
-2.4738,32.019,2
-1.0417,17.926,2
-1.6155,25.471,2
0.31415,12.967,2
-2.4551,29.728,2
-2.7423,32.934,2
-0.7947,20.034,2
0.19293,11.819,2
-1.8028,26.518,2
-2.2656,30.37,2
-1.1493,20.582,2
-2.6364,33.583,2
-0.98266,22.572,2
-0.17161,15.781,2
-0.78226,19.521,2
-2.9092,32.374,2
-1.5368,25.469,2
-1.302,21.204,2
0.81358,10.946,2
-0.085148,15.501,2
-1.0571,21.803,2
0.30936,11.357,2
-2.0447,24.844,2
-1.3483,21.555,2
0.41256,11.818,2
0.50238,14.363,2
-0.26962,17.105,2
-0.50925,18.093,2
-1.5861,24.206,2
-0.2551,16.049,2
-1.8282,28.202,2
-0.42548,16.643,2
-0.71816,21.98,2
0.13931,11.252,2
-1.4259,23.357,2
-0.36386,16.692,2
-0.20682,12.506,2
-1.8984,28.073,2
-0.84376,20.042,2
0.59725,10.104,2
-0.88756,21.453,2
-1.3086,24.743,2
-0.54334,19.089,2
-1.2751,22.173,2
-0.55686,17.87,2
-1.1348,22.476,2
-1.0183,19.183,2
-0.53921,16.219,2
0.36232,10.94,2
-0.54813,18.002,2
0.64838,12.395,2
-3.0284,36.228,2
-1.4493,23.416,2
-0.76401,18.399,2
-1.8352,29.134,2
-2.276,34.03,2
-0.38296,17.001,2
-0.3873,16.032,2
-0.71062,16.819,2
-0.60468,19.78,2
-1.8706,27.455,2
-1.4977,26.236,2
-1.1067,20.331,2
-1.6878,26.118,2
-0.66812,17.699,2
1.3652,6.651,2
-1.4822,23.475,2
-0.35255,16.397,2
-2.0344,27.6,2
0.33955,13.294,2
-1.9691,28.349,2
-0.79128,18.007,2
-1.6186,24.29,2
-0.48798,15.85,2
-0.98865,21.703,2
-1.044,21.817,2
1.9491,-1.877,2
-1.63,22.399,2
-1.0469,21.261,2
1.683,3.565,2
-2.1467,29.173,2
-0.447,14.798,2
-2.0765,26.029,2
0.03064,15.229,2
-0.67247,18.515,2
-0.34788,15.903,2
-1.2789,24.959,2
-0.75481,18.077,2
0.47251,11.049,2
-3.2751,37.344,2
-2.6333,33.537,2
-0.58453,16.812,2
-1.6548,26.07,2
-1.2963,27.294,2
-2.4969,28.99,2
-1.9048,27.914,2
-1.4042,23.434,2
-1.7258,24.729,2
-1.8665,25.693,2
-1.4218,24.68,2
-1.9427,31.084,2
0.34188,10.514,2
-1.9884,28.657,2
0.81794,7.5919,2
-1.3744,26.639,2
-2.4517,31.859,2
-1.6187,25.056,2
-0.065499,15.51,2
0.055929,13.705,2
-0.83977,21.606,2
-0.7126,18.73,2
-0.36709,14.899,2
-2.459,31.448,2
-1.5817,27.427,2
-2.8301,31.778,2
-1.4491,23.724,2
-0.050725,16.003,2
-0.28256,13.081,2
1.2878,6.1809,2
-0.83327,21.014,2
-3.1565,36.21,2
0.6894,8.1524,2
0.28228,12.141,2
-1.5826,25.164,2
-0.77739,20.91,2
-0.22055,16.648,2
-0.61529,17.804,2
-0.30363,18.699,2
-1.1127,21.699,2
-1.0388,20.011,2
-0.91191,19.714,2
-1.7897,27.776,2
0.42296,11.483,2
-0.99367,22.33,2
-0.31352,16.37,2
-1.8549,30.744,2
-2.0752,25.844,2
-1.091,20.985,2
-1.2528,22.614,2
0.19482,12.894,2
-0.39394,19.069,2
-0.45949,17.61,2
-2.4449,30.792,2
-1.9677,27.783,2
-0.79795,20.768,2
-1.3479,22.335,2
0.29009,12.795,2
0.34115,9.3266,2
-1.5808,24.886,2
-0.12486,13.506,2
0.39545,10.362,2
-0.67901,19.222,2
0.62338,8.0593,2
0.062433,12.14,2
-0.78589,17.179,2
-0.1232,11.505,2
-0.80559,19.424,2
-1.4149,25.66,2
-0.64154,18.245,2
-0.96378,20.388,2
-1.3646,21.898,2
0.77102,11.228,2
-0.77873,19.088,2
1.7304,4.1609,2
-1.2962,23.603,2
-0.4357,16.7,2
0.58262,11.753,2
1.7292,3.6871,2
-0.69644,18.733,2
-1.7903,28.456,2
-0.19662,18.21,2
-2.3199,30.006,2
-1.2738,22.494,2
-0.72813,19.75,2
0.48955,11.266,2
0.43714,12.332,2
-1.0276,20.795,2
-0.076069,15.73,2
-1.3213,24.838,2
-0.33888,16.713,2
0.91529,8.0215,2
-0.84324,17.979,2
-1.3005,21.261,2
-1.5,22.191,2
-0.28353,14.133,2
0.33729,11.533,2
1.1257,3.8362,2
-0.94595,24.099,2
-0.83696,21.018,2
-1.6327,22.169,2
0.61199,8.0924,2
-1.0754,21.355,2
-1.4732,21.617,2
1.1842,5.2178,2
-0.19012,17.098,2
-0.28366,15.804,2
-2.0056,27.834,2
-0.56601,16.457,2
-0.47986,16.552,2
-2.0922,26.447,2
-1.2258,23.121,2
-1.4049,23.095,2
-0.47214,18.569,2
-2.007,29.861,2
0.089027,15.151,2
0.78487,8.6305,2
-1.3038,22.317,2
-1.0087,19.168,2
-0.49336,17.687,2
0.20325,14.181,2
-0.47798,16.871,2
-0.60295,17.992,2
-1.4828,25.284,2
-1.2315,23.933,2
-0.38661,14.577,2
0.68285,9.6974,2
-0.43161,17.381,2
-2.206,29.088,2
-0.56694,19.392,2
-1.0921,21.073,2
-1.2441,21.407,2
-1.2192,22.939,2
-1.8798,27.781,2
-1.3208,22.877,2
-1.7844,27.643,2
-1.365,21.171,2
-0.88273,18.529,2
-0.82566,15.048,2
-1.2157,23.294,2
-1.1526,20.521,2
-0.96631,20.376,2
-0.54172,19.398,2
0.28163,12.236,2
-0.37991,16.04,2
-1.2867,21.666,2
-0.40198,16.502,2
-1.2455,23.626,2
-2.7807,30.943,2
-3.3472,37.09,2
-2.7136,34.033,2
-1.2371,20.44,2
-1.6196,26.31,2
-1.7202,27.025,2
-0.95934,19.356,2
-1.659,23.221,2
-1.6305,26.02,2
-0.39037,18.043,2
-0.21767,16.497,2
1.4366,5.3669,2
-0.69759,17.086,2
-0.94168,21.5,2
-1.5741,24.065,2
-1.1952,21.479,2
-1.0505,18.943,2
-2.7558,34.816,2
-1.2574,23.046,2
-0.25046,17.38,2
-1.5708,27.274,2
-0.50577,15.832,2
-0.0085596,15.153,2
0.07714,13.548,2
-0.22316,17.053,2
-3.2598,38.305,2
-1.5644,26.163,2
-0.098509,13.516,2
-0.60532,18.081,2
-0.99515,21.375,2
-0.56308,22.868,2
0.13007,15.099,2
-0.84623,23.527,2
-1.7586,26.875,2
-1.1802,22.571,2
-1.2078,23.382,2
-0.10325,13.997,2
-0.58769,20.075,2
-0.45248,16.978,2
-0.85216,17.856,2
-1.3623,24.846,2
-0.93886,18.153,2
-0.78329,16.654,2
-2.3981,31.093,2
-0.82113,18.296,2
-0.072416,13.192,2
-1.1102,21.51,2
0.5724,9.3946,2
-0.43951,16.788,2
-1.4203,24.321,2
-1.1539,20.256,2
-1.2752,21.006,2
-0.75888,16.091,2
-0.24531,15.189,2
-1.2919,24.041,2
-0.54155,16.751,2
0.75529,9.6635,2
-0.068509,15.408,2
-0.17474,16.837,2
-1.8148,28.152,2
-1.5342,23.621,2
-0.75745,18.002,2
-1.1006,21.769,2
-2.625,31.185,2
-2.5144,33.695,2
0.026189,16.052,2
-1.7581,26.378,2
1.0783,5.9991,2
-3.222,37.121,2
-0.55124,16.889,2
-0.99937,20.802,2
-1.7562,25.398,2
-0.59568,18.373,2
-1.7939,28.222,2
-0.14022,16.215,2
-0.93313,22.307,2
-2.6394,30.898,2
-3.4247,38.009,2
-1.2838,21.438,2
0.14581,13.689,2
-0.81883,20.253,2
-0.94575,22.63,2
-0.31225,17.954,2
-2.3934,31.624,2
0.42537,10.384,2
-1.8939,26.432,2
-0.96224,17.568,2
-1.3636,22.816,2
-0.85044,17.57,2
-2.9445,35.855,2
0.52389,11.879,2
-0.45419,17.448,2
1.0099,6.5465,2
0.41667,11.446,2
-0.98852,23.402,2
-1.939,29.565,2
-2.7389,32.305,2
-0.98303,21.143,2
-0.78084,17.756,2
0.045821,14.403,2
-1.951,28.704,2
-0.2052,16.907,2
-0.92857,18.14,2
-1.7737,27.119,2
-0.22584,14.322,2
-0.73435,18.585,2
-1.2351,23.84,2
0.87729,8.5077,2
-0.39076,16.543,2
-1.1103,22.699,2
-0.72254,21.612,2
-0.91295,19.435,2
-0.82641,17.715,2
-0.54641,16.073,2
-1.6035,23.704,2
-1.797,25.462,2
-0.63935,19.403,2
0.88509,4.7683,2
-1.3068,23.482,2
-2.0127,26.784,2
-1.2385,24.346,2
-1.484,23.017,2
-1.3273,23.27,2
-0.52448,16.269,2
-1.13,20.843,2
-1.5944,24.699,2
-1.4438,23.708,2
-2.3225,29.314,2
-1.8595,28.675,2
-2.413,31.6,2
-1.516,27.428,2
-2.0851,28.058,2
-1.7072,27.528,2
-1.3017,19.836,2
-2.2004,30.27,2
-1.0194,21.708,2
-0.65963,18.073,2
-1.9632,28.721,2
0.11392,14.671,2
-2.5861,33.542,2
-1.3918,24.352,2
-2.4847,32.174,2
-1.3446,22.336,2
-2.3239,28.442,2
-1.5748,24.553,2
-1.7407,26.399,2
-2.185,30.647,2
-3.0649,34.025,2
-0.43494,16.344,2
1.0001,11.797,2
1.2233,4.6965,2
-1.4922,27.365,2
-1.046,22.803,2
-1.4657,23.351,2
-0.92405,20.311,2
-1.9188,27.007,2
-2.9195,34.976,2
-1.0364,23.363,2
-2.2251,26.921,2
-2.9024,37.255,2
1.3742,5.8201,2
-1.2333,21.762,2
-0.59612,18.018,2
0.19247,13.235,2
