axis1,axis2,class
4.5201,5.2963,1
3.98,3.7941,1
3.9652,5.2455,1
3.2018,1.1799,1
5.0187,10.364,1
3.8668,0.56502,1
3.2855,-0.67309,1
5.3514,13.906,1
3.7752,2.0982,1
3.411,-1.8405,1
3.7062,5.1026,1
3.1521,-5.4984,1
2.8799,-4.5173,1
6.526,19.386,1
5.6555,14.44,1
4.3075,6.6134,1
2.7429,-4.4607,1
3.1345,-3.0705,1
3.8235,3.9831,1
4.7914,10.423,1
2.668,-4.19,1
1.6701,-12.734,1
2.5509,-4.3777,1
4.3335,7.3227,1
4.3914,10.579,1
4.4517,8.7607,1
3.8697,4.8896,1
4.1837,5.3494,1
3.5238,-1.2773,1
4.862,9.3741,1
2.6383,-6.5672,1
4.455,6.2678,1
3.1513,-0.99787,1
3.6651,0.82852,1
4.5528,6.4304,1
5.0391,10.537,1
2.8824,-3.9604,1
5.2607,13.331,1
4.6601,7.0822,1
3.9321,4.0223,1
3.8048,2.7736,1
3.7824,4.546,1
3.6969,1.579,1
4.023,3.9511,1
4.0513,2.543,1
4.8261,7.5583,1
5.527,15.016,1
4.4669,6.836,1
3.7903,3.3317,1
4.6252,6.9338,1
4.1832,8.2148,1
2.9702,-2.9164,1
4.9492,12.168,1
4.3071,5.7679,1
4.1352,4.6815,1
4.5152,8.622,1
4.2614,6.6629,1
3.0585,-4.2281,1
3.8377,0.51038,1
3.8539,1.295,1
3.468,-1.8596,1
5.6821,15.699,1
3.1243,-2.6783,1
3.5162,0.092745,1
3.288,-3.0168,1
2.8258,-2.8969,1
3.8078,3.3529,1
3.7259,1.9704,1
5.5301,16.136,1
3.751,0.93059,1
2.9358,-2.702,1
5.6035,15.603,1
5.2347,13.059,1
3.7704,1.2882,1
2.4938,-5.8872,1
3.5554,0.13608,1
3.8441,1.5381,1
4.2761,4.0447,1
3.7388,3.8024,1
4.4434,5.7518,1
4.3919,6.4368,1
2.7493,-6.4982,1
3.052,-3.0003,1
3.2589,-6.1102,1
3.4922,-1.1843,1
3.6794,-0.41719,1
4.0125,2.5177,1
0.97082,-17.231,1
3.543,0.34362,1
5.2424,15.579,1
2.9333,-4.2442,1
4.9337,10.056,1
4.3503,3.9911,1
3.971,3.0618,1
4.1825,3.1905,1
2.4349,-6.752,1
3.9155,4.7355,1
5.6039,15.692,1
4.0983,3.5955,1
4.0414,1.7647,1
3.2658,1.1914,1
3.9692,6.9567,1
4.2323,5.7895,1
4.4264,5.4117,1
3.6272,3.2793,1
3.7635,1.4522,1
6.0237,17.237,1
1.7416,-10.212,1
6.2294,17.242,1
4.3376,3.3041,1
5.0001,11.551,1
2.3358,-6.8632,1
3.41,0.075848,1
3.7219,2.8492,1
4.4227,8.5898,1
2.3298,-6.0241,1
4.4716,6.3753,1
2.7872,-3.1165,1
4.0662,4.7245,1
4.6524,7.7197,1
4.3271,4.4119,1
5.0826,12.47,1
5.0061,10.395,1
3.3491,-0.41948,1
4.2571,4.5478,1
3.0556,-4.9132,1
2.6782,-4.8551,1
4.9248,10.285,1
4.0,5.854,1
3.9451,4.8605,1
4.9111,11.915,1
4.5946,6.9449,1
4.3502,4.9689,1
5.2503,10.665,1
4.9298,11.185,1
4.2398,9.9662,1
3.3096,0.36131,1
3.3484,-1.6908,1
5.1921,13.519,1
2.3882,-8.866,1
3.9755,1.629,1
2.0512,-8.3379,1
5.0205,9.8388,1
4.8617,10.434,1
4.0012,6.1825,1
3.9292,4.1313,1
1.5137,-11.718,1
4.5812,5.5276,1
1.8076,-10.105,1
1.6807,-8.697,1
4.0799,5.3881,1
3.0515,-4.9267,1
4.4115,6.5252,1
4.677,7.8982,1
4.8577,10.51,1
3.3088,-0.13201,1
4.4494,7.7276,1
4.1006,4.132,1
4.8261,8.7734,1
4.5362,6.788,1
4.8979,11.515,1
3.8681,0.22495,1
3.8528,2.6638,1
5.0078,11.372,1
1.8763,-11.662,1
3.4954,1.2561,1
2.7294,-4.8774,1
3.6174,-0.090414,1
4.6487,8.7253,1
4.8257,9.2829,1
2.9851,-3.6368,1
3.5289,-0.35006,1
4.137,5.0405,1
3.7081,-0.8679,1
4.3018,5.4667,1
4.3999,5.9192,1
3.07,-3.8265,1
3.8232,3.7889,1
1.8679,-11.847,1
5.1454,12.739,1
3.3709,1.1679,1
2.7962,-4.5491,1
3.7461,2.6772,1
2.5714,-4.869,1
3.9791,3.7309,1
3.4393,0.96758,1
6.1778,17.075,1
5.1385,13.572,1
1.5031,-14.758,1
4.4413,4.2178,1
2.6019,-3.5068,1
3.7449,2.1431,1
4.1644,5.8284,1
4.7477,8.5978,1
3.727,0.53819,1
5.5763,10.126,1
3.5191,1.6497,1
4.3275,5.8166,1
4.6647,8.2816,1
4.0852,5.2149,1
4.881,7.8843,1
4.3232,5.1025,1
3.2159,0.36312,1
2.1946,-7.5328,1
5.8586,14.843,1
3.3955,-3.5774,1
4.1034,3.8301,1
4.5632,8.2167,1
4.1136,6.2407,1
3.0953,-2.0977,1
3.5323,-0.96228,1
3.8751,3.6116,1
5.479,12.392,1
3.1392,-3.4252,1
4.7847,8.4036,1
4.3086,4.2289,1
3.7661,1.9675,1
2.943,-4.6844,1
3.7159,1.5978,1
3.9133,2.687,1
2.5306,-6.7723,1
4.1922,4.5476,1
3.1777,0.23281,1
3.9058,4.2932,1
4.3362,6.4112,1
3.0953,-4.51,1
3.7117,-0.5024,1
4.3501,3.378,1
2.1641,-4.6399,1
5.036,12.651,1
6.4245,21.126,1
4.9594,9.1137,1
3.6842,0.048937,1
4.4286,7.8041,1
2.964,-0.72873,1
5.8779,14.339,1
4.9407,9.7961,1
4.7873,9.3024,1
3.1241,-5.1231,1
4.3199,7.5082,1
3.4417,-0.49328,1
3.6886,4.8073,1
3.43,-0.53738,1
2.9743,-2.445,1
3.0913,-4.0365,1
3.7901,1.5857,1
2.3011,-9.529,1
4.6076,8.7994,1
3.8822,5.1998,1
4.6992,7.9065,1
4.2696,6.5352,1
4.4943,6.6309,1
2.5169,-6.0757,1
2.9797,-1.1905,1
3.553,1.1017,1
4.1097,3.1537,1
5.1287,10.463,1
3.71,1.7366,1
5.2616,12.408,1
4.4754,5.9419,1
5.1741,12.381,1
4.1269,6.8339,1
3.3432,-0.92033,1
2.5186,-6.5379,1
4.1555,1.6694,1
4.8186,8.4506,1
3.7074,-0.17281,1
3.4592,-0.32853,1
3.6914,2.6829,1
2.9034,-1.2116,1
3.507,3.3786,1
3.8193,2.5722,1
4.0458,3.8213,1
3.9362,4.8237,1
4.6113,8.976,1
4.1093,5.9373,1
5.814,17.72,1
4.312,3.8645,1
5.8045,17.286,1
3.2769,-1.1311,1
4.5265,6.4579,1
3.7397,1.132,1
4.6001,10.122,1
4.5939,6.8463,1
1.814,-12.996,1
2.673,-4.8247,1
2.559,-2.8344,1
4.4018,6.8122,1
5.4702,14.621,1
3.6732,0.29449,1
4.8123,12.193,1
4.5455,7.9575,1
2.9484,-2.4367,1
4.3975,5.2707,1
3.2481,0.13224,1
5.5163,15.064,1
3.9674,1.9882,1
5.636,15.35,1
3.5749,0.37049,1
4.5894,8.236,1
3.9372,3.1794,1
1.978,-10.245,1
3.0179,-4.3736,1
4.6125,7.7265,1
3.9451,4.8063,1
2.8813,-1.0221,1
3.3736,-2.1161,1
4.2495,9.3971,1
3.007,-0.49257,1
4.975,10.988,1
3.3593,-0.88655,1
5.8089,15.401,1
2.9201,-2.1636,1
4.1992,4.3006,1
2.479,-7.2091,1
3.2764,0.37298,1
3.4067,0.58053,1
4.4013,8.1556,1
4.9421,11.281,1
4.3005,5.4536,1
3.6269,0.63142,1
4.8155,10.858,1
4.7989,8.4747,1
4.1202,6.6639,1
4.5712,9.164,1
4.4128,7.2931,1
3.013,-2.805,1
4.7596,9.8063,1
3.3428,4.9174,1
3.3961,-0.34086,1
4.1769,2.8145,1
3.6925,4.8389,1
3.8682,4.0332,1
4.5954,7.1063,1
5.0468,15.269,1
3.802,3.4858,1
4.3277,6.7158,1
3.7617,1.1532,1
4.2296,3.9379,1
4.44,4.3021,1
3.3831,-0.91019,1
4.2748,4.2683,1
4.6011,9.149,1
4.0923,4.1459,1
5.7298,18.671,1
3.3914,2.1363,1
3.2629,-0.83216,1
2.2501,-8.5113,1
4.9105,12.064,1
4.8671,8.2104,1
-0.3263,-6.2531,1
-1.6691,6.2556,1
-1.4003,4.5379,1
-1.6718,5.7639,1
-0.42437,-2.7279,1
-1.7781,5.5527,1
-2.0636,9.4564,1
-0.44702,-4.1295,1
-1.4234,2.6905,1
-0.63841,-0.37361,1
-1.3519,6.0354,1
-0.73046,-1.4572,1
-3.5644,17.914,1
-0.53414,-1.5836,1
0.85356,-10.132,1
0.039289,-4.6746,1
-0.089103,-4.8676,1
-1.2397,1.6734,1
-0.819,0.7247,1
-0.75575,-0.80781,1
-0.90361,2.4636,1
-1.8305,4.5532,1
-1.3523,3.6489,1
-1.1748,4.1998,1
-1.4807,3.5514,1
-0.16316,-5.7401,1
1.5383,-17.958,1
-2.3233,9.7001,1
-0.87166,-0.19555,1
-2.4424,11.164,1
0.30251,-9.3529,1
0.40991,-8.6008,1
-2.6625,11.538,1
0.94368,-12.981,1
-2.0847,7.1886,1
-0.77318,-1.0017,1
0.098929,-1.0637,1
-0.85281,5.2523,1
1.2957,-13.067,1
1.7526,-16.776,1
-0.86168,-1.9303,1
-2.9071,13.255,1
-1.365,2.5609,1
-1.8481,7.6795,1
-1.7648,7.0235,1
-2.1277,8.9488,1
-0.92181,-0.065571,1
1.1066,-14.967,1
-1.7158,5.9476,1
-1.2805,4.6966,1
0.16648,-6.388,1
0.21282,-7.0886,1
-0.51446,-1.3338,1
0.026016,-5.1763,1
-0.12927,-7.507,1
-1.3818,3.6632,1
-0.57111,-2.6179,1
-1.2991,-0.080529,1
-1.8999,5.1552,1
-0.36525,-3.8743,1
-0.93255,1.8107,1
-1.1871,1.9367,1
-0.70827,-0.60749,1
-0.012305,-7.2033,1
-0.60707,-5.0464,1
-0.80545,-0.19721,1
-0.72022,-2.401,1
-0.94878,2.4594,1
-1.7745,9.0262,1
-0.21322,-5.0034,1
0.40891,-6.8773,1
-1.5341,6.1596,1
0.92776,-14.489,1
-1.1762,2.1645,1
-1.2438,3.0856,1
-1.8976,8.002,1
-1.7923,7.5134,1
-1.953,8.6181,1
-0.64609,-0.39317,1
0.59703,-10.503,1
-0.47253,-2.0532,1
-0.1458,-8.3769,1
0.34185,-10.065,1
-3.4995,20.105,1
-1.1676,1.1347,1
-0.64698,-0.92941,1
-0.28275,-1.6175,1
-2.3049,8.6293,1
-2.0059,6.4575,1
-0.20932,-5.2174,1
-1.1166,2.4862,1
-0.44691,-3.1329,1
-1.9606,6.1168,1
-2.6338,9.8415,1
-0.2388,-4.8247,1
0.19331,-7.5757,1
0.63206,-11.089,1
-2.5322,11.167,1
-2.3369,8.5308,1
-2.4738,12.019,1
-1.0417,-2.0744,1
-1.6155,5.4706,1
0.31415,-7.0334,1
-2.4551,9.7277,1
-2.7423,12.934,1
-0.7947,0.034488,1
0.19293,-8.1814,1
-1.8028,6.5184,1
-2.2656,10.37,1
-1.1493,0.58159,1
-2.6364,13.583,1
-0.98266,2.5724,1
-0.17161,-4.2193,1
-0.78226,-0.47903,1
-2.9092,12.374,1
-1.5368,5.4691,1
-1.302,1.2044,1
0.81358,-9.0544,1
-0.085148,-4.4986,1
-1.0571,1.8033,1
0.30936,-8.6431,1
-2.0447,4.8442,1
-1.3483,1.5546,1
0.41256,-8.1819,1
0.50238,-5.6369,1
-0.26962,-2.8952,1
-0.50925,-1.9073,1
-1.5861,4.2064,1
-0.2551,-3.9508,1
-1.8282,8.2019,1
-0.42548,-3.3568,1
-0.71816,1.9799,1
0.13931,-8.7477,1
-1.4259,3.3568,1
-0.36386,-3.3083,1
-0.20682,-7.4936,1
-1.8984,8.0729,1
-0.84376,0.042178,1
0.59725,-9.8963,1
-0.88756,1.4528,1
-1.3086,4.743,1
-0.54334,-0.9108,1
-1.2751,2.1734,1
-0.55686,-2.1297,1
-1.1348,2.4763,1
-1.0183,-0.8165,1
-0.53921,-3.7811,1
0.36232,-9.06,1
-0.54813,-1.9979,1
0.64838,-7.6051,1
-3.0284,16.228,1
-1.4493,3.4158,1
-0.76401,-1.6009,1
-1.8352,9.1339,1
-2.276,14.03,1
-0.38296,-2.9987,1
-0.3873,-3.9679,1
-0.71062,-3.1806,1
-0.60468,-0.22039,1
-1.8706,7.4548,1
-1.4977,6.2357,1
-1.1067,0.33121,1
-1.6878,6.1179,1
-0.66812,-2.3011,1
1.3652,-13.349,1
-1.4822,3.4753,1
-0.35255,-3.6025,1
-2.0344,7.5998,1
0.33955,-6.7063,1
-1.9691,8.3494,1
-0.79128,-1.9926,1
-1.6186,4.2902,1
-0.48798,-4.1495,1
-0.98865,1.7035,1
-1.044,1.8167,1
1.9491,-21.877,1
-1.63,2.3994,1
-1.0469,1.261,1
1.683,-16.435,1
-2.1467,9.1731,1
-0.447,-5.2023,1
-2.0765,6.0285,1
0.03064,-4.7709,1
-0.67247,-1.4847,1
-0.34788,-4.0968,1
-1.2789,4.9589,1
-0.75481,-1.9231,1
0.47251,-8.951,1
-3.2751,17.344,1
-2.6333,13.537,1
-0.58453,-3.1875,1
-1.6548,6.0703,1
-1.2963,7.2938,1
-2.4969,8.9897,1
-1.9048,7.9143,1
-1.4042,3.4336,1
-1.7258,4.7294,1
-1.8665,5.6925,1
-1.4218,4.6805,1
-1.9427,11.084,1
0.34188,-9.4862,1
-1.9884,8.6565,1
0.81794,-12.408,1
-1.3744,6.6393,1
-2.4517,11.859,1
-1.6187,5.0557,1
-0.065499,-4.4898,1
0.055929,-6.2945,1
-0.83977,1.6061,1
-0.7126,-1.27,1
-0.36709,-5.1007,1
-2.459,11.448,1
-1.5817,7.4271,1
-2.8301,11.778,1
-1.4491,3.7242,1
-0.050725,-3.9966,1
-0.28256,-6.9188,1
1.2878,-13.819,1
-0.83327,1.0136,1
-3.1565,16.21,1
0.6894,-11.848,1
0.28228,-7.8588,1
-1.5826,5.1642,1
-0.77739,0.90982,1
-0.22055,-3.3524,1
-0.61529,-2.1959,1
-0.30363,-1.3007,1
-1.1127,1.6992,1
-1.0388,0.011484,1
-0.91191,-0.28559,1
-1.7897,7.776,1
0.42296,-8.5166,1
-0.99367,2.3305,1
-0.31352,-3.6297,1
-1.8549,10.744,1
-2.0752,5.8441,1
-1.091,0.98467,1
-1.2528,2.6139,1
0.19482,-7.1063,1
-0.39394,-0.93069,1
-0.45949,-2.3903,1
-2.4449,10.792,1
-1.9677,7.7831,1
-0.79795,0.76763,1
-1.3479,2.3345,1
0.29009,-7.2047,1
0.34115,-10.673,1
-1.5808,4.8857,1
-0.12486,-6.4944,1
0.39545,-9.6379,1
-0.67901,-0.77802,1
0.62338,-11.941,1
0.062433,-7.8597,1
-0.78589,-2.8208,1
-0.1232,-8.4951,1
-0.80559,-0.57566,1
-1.4149,5.6603,1
-0.64154,-1.7546,1
-0.96378,0.38838,1
-1.3646,1.8977,1
0.77102,-8.7723,1
-0.77873,-0.91237,1
1.7304,-15.839,1
-1.2962,3.6031,1
-0.4357,-3.3003,1
0.58262,-8.2471,1
1.7292,-16.313,1
-0.69644,-1.2669,1
-1.7903,8.4563,1
-0.19662,-1.7895,1
-2.3199,10.006,1
-1.2738,2.4943,1
-0.72813,-0.25033,1
0.48955,-8.7341,1
0.43714,-7.6679,1
-1.0276,0.79504,1
-0.076069,-4.2696,1
-1.3213,4.8379,1
-0.33888,-3.2873,1
0.91529,-11.979,1
-0.84324,-2.0208,1
-1.3005,1.2606,1
-1.5,2.1909,1
-0.28353,-5.8673,1
0.33729,-8.4671,1
1.1257,-16.164,1
-0.94595,4.0994,1
-0.83696,1.018,1
-1.6327,2.1692,1
0.61199,-11.908,1
-1.0754,1.3549,1
-1.4732,1.6173,1
1.1842,-14.782,1
-0.19012,-2.9015,1
-0.28366,-4.1961,1
-2.0056,7.8345,1
-0.56601,-3.5429,1
-0.47986,-3.448,1
-2.0922,6.447,1
-1.2258,3.121,1
-1.4049,3.0949,1
-0.47214,-1.4312,1
-2.007,9.8608,1
0.089027,-4.849,1
0.78487,-11.369,1
-1.3038,2.3168,1
-1.0087,-0.83228,1
-0.49336,-2.3126,1
0.20325,-5.8191,1
-0.47798,-3.129,1
-0.60295,-2.0076,1
-1.4828,5.2842,1
-1.2315,3.9329,1
-0.38661,-5.4229,1
0.68285,-10.303,1
-0.43161,-2.6192,1
-2.206,9.088,1
-0.56694,-0.60791,1
-1.0921,1.0726,1
-1.2441,1.4067,1
-1.2192,2.9391,1
-1.8798,7.7812,1
-1.3208,2.8773,1
-1.7844,7.6432,1
-1.365,1.1714,1
-0.88273,-1.4709,1
-0.82566,-4.9524,1
-1.2157,3.2941,1
-1.1526,0.52093,1
-0.96631,0.37623,1
-0.54172,-0.60186,1
0.28163,-7.7644,1
-0.37991,-3.9595,1
-1.2867,1.6663,1
-0.40198,-3.4979,1
-1.2455,3.6263,1
-2.7807,10.943,1
-3.3472,17.09,1
-2.7136,14.033,1
-1.2371,0.43979,1
-1.6196,6.3102,1
-1.7202,7.0254,1
-0.95934,-0.64428,1
-1.659,3.2211,1
-1.6305,6.0202,1
-0.39037,-1.9569,1
-0.21767,-3.5031,1
1.4366,-14.633,1
-0.69759,-2.9141,1
-0.94168,1.5002,1
-1.5741,4.0649,1
-1.1952,1.4791,1
-1.0505,-1.0567,1
-2.7558,14.816,1
-1.2574,3.0464,1
-0.25046,-2.6203,1
-1.5708,7.2742,1
-0.50577,-4.1683,1
-0.0085596,-4.8469,1
0.07714,-6.452,1
-0.22316,-2.9468,1
-3.2598,18.305,1
-1.5644,6.1626,1
-0.098509,-6.4843,1
-0.60532,-1.9188,1
-0.99515,1.3749,1
-0.56308,2.8682,1
0.13007,-4.9012,1
-0.84623,3.5266,1
-1.7586,6.8753,1
-1.1802,2.5706,1
-1.2078,3.3817,1
-0.10325,-6.0035,1
-0.58769,0.074546,1
-0.45248,-3.0216,1
-0.85216,-2.1436,1
-1.3623,4.8459,1
-0.93886,-1.8468,1
-0.78329,-3.3464,1
-2.3981,11.093,1
-0.82113,-1.7043,1
-0.072416,-6.8083,1
-1.1102,1.5099,1
0.5724,-10.605,1
-0.43951,-3.2118,1
-1.4203,4.321,1
-1.1539,0.25572,1
-1.2752,1.0062,1
-0.75888,-3.9094,1
-0.24531,-4.8106,1
-1.2919,4.0411,1
-0.54155,-3.2489,1
0.75529,-10.336,1
-0.068509,-4.592,1
-0.17474,-3.1627,1
-1.8148,8.1517,1
-1.5342,3.6211,1
-0.75745,-1.9982,1
-1.1006,1.7693,1
-2.625,11.185,1
-2.5144,13.695,1
0.026189,-3.9475,1
-1.7581,6.3782,1
1.0783,-14.001,1
-3.222,17.121,1
-0.55124,-3.111,1
-0.99937,0.80241,1
-1.7562,5.398,1
-0.59568,-1.6266,1
-1.7939,8.222,1
-0.14022,-3.7847,1
-0.93313,2.3066,1
-2.6394,10.898,1
-3.4247,18.009,1
-1.2838,1.4382,1
0.14581,-6.3111,1
-0.81883,0.25345,1
-0.94575,2.6297,1
-0.31225,-2.0461,1
-2.3934,11.624,1
0.42537,-9.6158,1
-1.8939,6.4317,1
-0.96224,-2.4322,1
-1.3636,2.8156,1
-0.85044,-2.43,1
-2.9445,15.855,1
0.52389,-8.1205,1
-0.45419,-2.5523,1
1.0099,-13.454,1
0.41667,-8.5539,1
-0.98852,3.4021,1
-1.939,9.5651,1
-2.7389,12.305,1
-0.98303,1.1433,1
-0.78084,-2.2444,1
0.045821,-5.5966,1
-1.951,8.7043,1
-0.2052,-3.0927,1
-0.92857,-1.8601,1
-1.7737,7.1186,1
-0.22584,-5.6778,1
-0.73435,-1.4152,1
-1.2351,3.8405,1
0.87729,-11.492,1
-0.39076,-3.4569,1
-1.1103,2.6989,1
-0.72254,1.6124,1
-0.91295,-0.56451,1
-0.82641,-2.285,1
-0.54641,-3.9266,1
-1.6035,3.7045,1
-1.797,5.4618,1
-0.63935,-0.59695,1
0.88509,-15.232,1
-1.3068,3.4819,1
-2.0127,6.7844,1
-1.2385,4.3458,1
-1.484,3.017,1
-1.3273,3.2704,1
-0.52448,-3.7305,1
-1.13,0.84337,1
-1.5944,4.6989,1
-1.4438,3.7083,1
-2.3225,9.3141,1
-1.8595,8.675,1
-2.413,11.6,1
-1.516,7.4283,1
-2.0851,8.0585,1
-1.7072,7.5284,1
-1.3017,-0.16393,1
-2.2004,10.27,1
-1.0194,1.7079,1
-0.65963,-1.927,1
-1.9632,8.7213,1
0.11392,-5.3293,1
-2.5861,13.542,1
-1.3918,4.3524,1
-2.4847,12.174,1
-1.3446,2.3359,1
-2.3239,8.4419,1
-1.5748,4.5526,1
-1.7407,6.3993,1
-2.185,10.647,1
-3.0649,14.025,1
-0.43494,-3.6556,1
1.0001,-8.2026,1
1.2233,-15.303,1
-1.4922,7.3647,1
-1.046,2.8033,1
-1.4657,3.3513,1
-0.92405,0.31123,1
-1.9188,7.0069,1
-2.9195,14.976,1
-1.0364,3.3627,1
-2.2251,6.9214,1
-2.9024,17.255,1
1.3742,-14.18,1
-1.2333,1.7615,1
-0.59612,-1.9816,1
0.19247,-6.7649,1
